Ceremony,Year,Class,CanonicalCategory,Category,NomId,Film,FilmId,Name,Nominees,NomineeIds,Winner,Detail,Note,Citation,MultifilmNomination
44,1971,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0057031,Bedknobs and Broomsticks,tt0066817,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,"Richard M. Sherman, Robert B. Sherman","[{'imdb_id': 'nm0792556'}, {'imdb_id': 'nm0792567'}]",False,The Age Of Not Believing,,,
44,1971,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0057032,Sometimes a Great Notion,tt0067774,Music by Henry Mancini; Lyrics by Alan Bergman and Marilyn Bergman,"Henry Mancini, Alan Bergman, Marilyn Bergman","[{'imdb_id': 'nm0000049'}, {'imdb_id': 'nm0074732'}, {'imdb_id': 'nm0004750'}]",False,All His Children,,,
44,1971,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0057033,Bless the Beasts & Children,tt0068286,"Music and Lyrics by Barry DeVorzon and Perry Botkin, Jr.","Barry DeVorzon, Perry Botkin Jr.","[{'imdb_id': 'nm0006031'}, {'imdb_id': 'nm0098559'}]",False,Bless The Beasts & Children,,,
44,1971,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0057034,Kotch,tt0067314,Music by Marvin Hamlisch; Lyrics by Johnny Mercer,"Marvin Hamlisch, Johnny Mercer","[{'imdb_id': 'nm0006121'}, {'imdb_id': 'nm0006197'}]",False,Life Is What You Make It,,,
44,1971,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0057030,Shaft,tt0067741,Music and Lyrics by Isaac Hayes,Isaac Hayes,[{'imdb_id': 'nm0005002'}],True,Theme From Shaft,,,
44,1971,Title,BEST PICTURE,BEST PICTURE,an0056966,A Clockwork Orange,tt0066921,"Stanley Kubrick, Producer",Stanley Kubrick,[{'imdb_id': 'nm0000040'}],False,,,,
44,1971,Title,BEST PICTURE,BEST PICTURE,an0056967,Fiddler on the Roof,tt0067093,"Norman Jewison, Producer",Norman Jewison,[{'imdb_id': 'nm0422484'}],False,,,,
44,1971,Title,BEST PICTURE,BEST PICTURE,an0056965,The French Connection,tt0067116,"Philip D'Antoni, Producer",Philip D'Antoni,[{'imdb_id': 'nm0195358'}],True,,,,
44,1971,Title,BEST PICTURE,BEST PICTURE,an0056968,The Last Picture Show,tt0067328,"Stephen J. Friedman, Producer",Stephen J. Friedman,[{'imdb_id': 'nm0295375'}],False,,,,
44,1971,Title,BEST PICTURE,BEST PICTURE,an0056969,Nicholas and Alexandra,tt0067483,"Sam Spiegel, Producer",Sam Spiegel,[{'imdb_id': 'nm0818545'}],False,,,,
44,1971,Title,SHORT FILM (Animated),SHORT SUBJECT (Animated),an0057047,The Crunch Bird,tt0066959,"Ted Petok, Producer",Ted Petok,[{'imdb_id': 'nm0677726'}],True,,,,
44,1971,Title,SHORT FILM (Animated),SHORT SUBJECT (Animated),an0057048,Evolution,tt0067073,"Michael Mills, Producer",Michael Mills,[{'imdb_id': 'nm3382237'}],False,,,,
44,1971,Title,SHORT FILM (Animated),SHORT SUBJECT (Animated),an0057049,The Selfish Giant,tt0067731,"Peter Sander and Murray Shostak, Producers","Peter Sander, Murray Shostak","[{'imdb_id': 'nm1131488'}, {'imdb_id': 'nm0795190'}]",False,,,,
44,1971,Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),an0057051,Good Morning,tt0067152,"Denny Evans and Ken Greenwald, Producers","Denny Evans, Ken Greenwald","[{'imdb_id': 'nm0262706'}, {'imdb_id': 'nm0339241'}]",False,,,,
44,1971,Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),an0057052,The Rehearsal,tt0067662,"Stephen F. Verona, Producer",Stephen F. Verona,[{'imdb_id': 'nm0894776'}],False,,,,
44,1971,Title,SHORT FILM (Live Action),SHORT SUBJECT (Live Action),an0057050,Sentinels of Silence,tt0067733,"Manuel Arango and Robert Amram, Producers","Manuel Arango, Robert Amram","[{'imdb_id': 'nm0033045'}, {'imdb_id': 'nm0025374'}]",True,,,,
44,1971,Production,SOUND MIXING,SOUND,an0057021,Diamonds Are Forever,tt0066995,"Gordon K. McCallum, John Mitchell, Alfred J. Overton","Gordon K. McCallum, John Mitchell, Alfred J. Overton","[{'imdb_id': 'nm0564730'}, {'imdb_id': 'nm0593466'}, {'imdb_id': 'nm0653931'}]",False,,,,
44,1971,Production,SOUND MIXING,SOUND,an0057020,Fiddler on the Roof,tt0067093,"Gordon K. McCallum, David Hildyard","Gordon K. McCallum, David Hildyard","[{'imdb_id': 'nm0564730'}, {'imdb_id': 'nm0383934'}]",True,,,,
44,1971,Production,SOUND MIXING,SOUND,an0057022,The French Connection,tt0067116,"Theodore Soderberg, Christopher Newman","Theodore Soderberg, Christopher Newman","[{'imdb_id': 'nm0812029'}, {'imdb_id': 'nm0628039'}]",False,,,,
44,1971,Production,SOUND MIXING,SOUND,an0057023,Kotch,tt0067314,"Richard Portman, Jack Solomon","Richard Portman, Jack Solomon","[{'imdb_id': 'nm0692446'}, {'imdb_id': 'nm0813349'}]",False,,,,
44,1971,Production,SOUND MIXING,SOUND,an0057024,"Mary, Queen of Scots",tt0067402,"Bob Jones, John Aldred","Bob Jones, John Aldred","[{'imdb_id': 'nm0427590'}, {'imdb_id': 'nm0017640'}]",False,,,,
44,1971,Production,VISUAL EFFECTS,SPECIAL VISUAL EFFECTS,an0057045,Bedknobs and Broomsticks,tt0066817,"Alan Maley, Eustace Lycett, Danny Lee","Alan Maley, Eustace Lycett, Danny Lee","[{'imdb_id': 'nm0539426'}, {'imdb_id': 'nm0527941'}, {'imdb_id': 'nm0497098'}]",True,,,,
44,1971,Production,VISUAL EFFECTS,SPECIAL VISUAL EFFECTS,an0057046,When Dinosaurs Ruled the Earth,tt0066561,"Jim Danforth, Roger Dicken","Jim Danforth, Roger Dicken","[{'imdb_id': 'nm0199453'}, {'imdb_id': 'nm0225312'}]",False,,,,
44,1971,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),an0056996,A Clockwork Orange,tt0066921,Stanley Kubrick,Stanley Kubrick,[{'imdb_id': 'nm0000040'}],False,,,,
44,1971,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),an0056997,The Conformist,tt0065571,Bernardo Bertolucci,Bernardo Bertolucci,[{'imdb_id': 'nm0000934'}],False,,,,
44,1971,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),an0056995,The French Connection,tt0067116,Ernest Tidyman,Ernest Tidyman,[{'imdb_id': 'nm0862781'}],True,,,,
44,1971,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),an0056998,The Garden of the Finzi Continis,tt0065777,"Ugo Pirro, Vittorio Bonicelli","Ugo Pirro, Vittorio Bonicelli","[{'imdb_id': 'nm0685316'}, {'imdb_id': 'nm0094558'}]",False,,,,
44,1971,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),an0056999,The Last Picture Show,tt0067328,"Larry McMurtry, Peter Bogdanovich","Larry McMurtry, Peter Bogdanovich","[{'imdb_id': 'nm0573505'}, {'imdb_id': 'nm0000953'}]",False,,,,
44,1971,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),an0057000,The Hospital,tt0067217,Paddy Chayefsky,Paddy Chayefsky,[{'imdb_id': 'nm0154665'}],True,,,,
44,1971,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),an0057001,Investigation of a Citizen above Suspicion,tt0065889,"Elio Petri, Ugo Pirro","Elio Petri, Ugo Pirro","[{'imdb_id': 'nm0677880'}, {'imdb_id': 'nm0685316'}]",False,,,,
44,1971,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),an0057002,Klute,tt0067309,"Andy Lewis, Dave Lewis","Andy Lewis, Dave Lewis","[{'imdb_id': 'nm0506920'}, {'imdb_id': 'nm5557134'}]",False,,,,
44,1971,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),an0057003,Summer of '42,tt0067803,Herman Raucher,Herman Raucher,[{'imdb_id': 'nm0712029'}],False,,,,
44,1971,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--based on factual material or material not previously published or produced),an0057004,Sunday Bloody Sunday,tt0067805,Penelope Gilliatt,Penelope Gilliatt,[{'imdb_id': 'nm0319149'}],False,,,,
44,1971,Special,HONORARY AWARD,HONORARY AWARD,an0047715,,,,Charles Chaplin,[{'imdb_id': 'nm0000122'}],True,,,To Charles Chaplin for the incalculable effect he has had in making motion pictures the art form of this century.,
44,1971,SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class II),SCIENTIFIC OR TECHNICAL AWARD (Class II),,,,,JOHN N. WILKINSON,[],True,Lighting,,To JOHN N. WILKINSON of Optical Radiation Corporation for the development and engineering of a system of xenon arc lamphouses for motion picture projection.,
44,1971,SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class III),SCIENTIFIC OR TECHNICAL AWARD (Class III),an0047718,,,,"Thomas Jefferson Hutchinson, James R. Rochester, Fenton Hamilton","[{'imdb_id': '?'}, {'imdb_id': '?'}, {'imdb_id': 'nm0357844'}]",True,Lighting,,"To THOMAS JEFFERSON HUTCHINSON, JAMES R. ROCHESTER and FENTON HAMILTON for the development and introduction of the Sunbrute system of xenon arc lamps for location lighting in motion picture production.",
44,1971,SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class III),SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,,Photo Research,[],True,Photography,,"To PHOTO RESEARCH, A DIVISION OF KOLLMORGEN CORPORATION, for the development and introduction of the film-lens balanced Three Color Meter.",
44,1971,SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class III),SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,,"Robert D. Auguste, Cinema Products Company",[],True,Camera,,To ROBERT D. AUGUSTE and CINEMA PRODUCTS COMPANY for the development and introduction of a new crystal controlled lightweight motor for the 35mm motion picture Arriflex camera.,
44,1971,SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class III),SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,,"PRODUCERS SERVICE CORPORATION, CONSOLIDATED FILM INDUSTRIES, CINEMA RESEARCH CORPORATION, RESEARCH PRODUCTS INC.",[],True,Laboratory,,"To PRODUCERS SERVICE CORPORATION and CONSOLIDATED FILM INDUSTRIES; and to CINEMA RESEARCH CORPORATION and RESEARCH PRODUCTS, INC. for the engineering and implementation of fully automated blow-up motion picture printing systems.",
44,1971,SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class III),SCIENTIFIC OR TECHNICAL AWARD (Class III),,,,,Cinema Products Company,[],True,Camera,,To CINEMA PRODUCTS COMPANY for a control motor to actuate zoom lenses on motion picture cameras.,
45,1972,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053939,The Godfather,tt0068646,Marlon Brando,Marlon Brando,[{'imdb_id': 'nm0000008'}],True,Don Vito Corleone,NOTE: Mr. Brando refused the award.,,
45,1972,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053940,Sleuth,tt0069281,Michael Caine,Michael Caine,[{'imdb_id': 'nm0000323'}],False,Milo Tindale,,,
45,1972,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053941,Sleuth,tt0069281,Laurence Olivier,Laurence Olivier,[{'imdb_id': 'nm0000059'}],False,Andrew Wyke,,,
45,1972,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053942,The Ruling Class,tt0069198,Peter O'Toole,Peter O'Toole,[{'imdb_id': 'nm0000564'}],False,"Jack, 14th Earl of Gurney",,,
45,1972,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053943,Sounder,tt0069303,Paul Winfield,Paul Winfield,[{'imdb_id': 'nm0934902'}],False,Nathan Lee Morgan,,,
45,1972,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0053950,The Heartbreak Kid,tt0068687,Eddie Albert,Eddie Albert,[{'imdb_id': 'nm0000734'}],False,Mr. Corcoran,,,
45,1972,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0053951,The Godfather,tt0068646,James Caan,James Caan,[{'imdb_id': 'nm0001001'}],False,Sonny Corleone,,,
45,1972,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0053952,The Godfather,tt0068646,Robert Duvall,Robert Duvall,[{'imdb_id': 'nm0000380'}],False,Tom Hagen,,,
45,1972,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0053949,Cabaret,tt0068327,Joel Grey,Joel Grey,[{'imdb_id': 'nm0001297'}],True,The Master of Ceremonies,,,
45,1972,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0053953,The Godfather,tt0068646,Al Pacino,Al Pacino,[{'imdb_id': 'nm0000199'}],False,Michael Corleone,,,
45,1972,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053944,Cabaret,tt0068327,Liza Minnelli,Liza Minnelli,[{'imdb_id': 'nm0591485'}],True,Sally Bowles,,,
45,1972,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053945,Lady Sings the Blues,tt0068828,Diana Ross,Diana Ross,[{'imdb_id': 'nm0005384'}],False,Billie Holiday,,,
45,1972,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053946,Travels with My Aunt,tt0069404,Maggie Smith,Maggie Smith,[{'imdb_id': 'nm0001749'}],False,Aunt Augusta,,,
45,1972,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053947,Sounder,tt0069303,Cicely Tyson,Cicely Tyson,[{'imdb_id': 'nm0001807'}],False,Rebecca Morgan,,,
45,1972,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053948,The Emigrants,tt0067919,Liv Ullmann,Liv Ullmann,[{'imdb_id': 'nm0880521'}],False,Kristina,,,
45,1972,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0053955,The Heartbreak Kid,tt0068687,Jeannie Berlin,Jeannie Berlin,[{'imdb_id': 'nm0075588'}],False,Lila,,,
45,1972,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0053954,Butterflies Are Free,tt0068326,Eileen Heckart,Eileen Heckart,[{'imdb_id': 'nm0373012'}],True,Mrs. Baker,,,
45,1972,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0053956,Pete 'n' Tillie,tt0069080,Geraldine Page,Geraldine Page,[{'imdb_id': 'nm0656183'}],False,Gertrude,,,
45,1972,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0053957,Fat City,tt0068575,Susan Tyrrell,Susan Tyrrell,[{'imdb_id': 'nm0879073'}],False,Oma,,,
45,1972,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0053958,The Poseidon Adventure,tt0069113,Shelley Winters,Shelley Winters,[{'imdb_id': 'nm0001859'}],False,Belle Rosen,,,
45,1972,Production,ART DIRECTION,ART DIRECTION,an0053979,Cabaret,tt0068327,"Art Direction: Rolf Zehetbauer, Jurgen Kiebach; Set Decoration: Herbert Strabel","Rolf Zehetbauer, Jurgen Kiebach, Herbert Strabel","[{'imdb_id': 'nm0954250'}, {'imdb_id': 'nm0452333'}, {'imdb_id': 'nm0833016'}]",True,,,,
45,1972,Production,ART DIRECTION,ART DIRECTION,an0053980,Lady Sings the Blues,tt0068828,Art Direction: Carl Anderson; Set Decoration: Reg Allen,"Carl Anderson, Reg Allen","[{'imdb_id': 'nm0026482'}, {'imdb_id': 'nm0020940'}]",False,,,,
45,1972,Production,ART DIRECTION,ART DIRECTION,an0053981,The Poseidon Adventure,tt0069113,Art Direction: William Creber; Set Decoration: Raphael Bretton,"William Creber, Raphael Bretton","[{'imdb_id': 'nm0187169'}, {'imdb_id': 'nm0107987'}]",False,,,,
45,1972,Production,ART DIRECTION,ART DIRECTION,an0053982,Travels with My Aunt,tt0069404,"Art Direction: John Box, Gil Parrondo, Robert W. Laing","John Box, Gil Parrondo, Robert W. Laing","[{'imdb_id': 'nm0101501'}, {'imdb_id': 'nm0663597'}, {'imdb_id': 'nm0481925'}]",False,,,,
45,1972,Production,ART DIRECTION,ART DIRECTION,an0053983,Young Winston,tt0069528,"Art Direction: Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson; Set Decoration: Peter James","Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson, Peter James","[{'imdb_id': 'nm0236909'}, {'imdb_id': 'nm0039202'}, {'imdb_id': 'nm0337067'}, {'imdb_id': 'nm0404423'}, {'imdb_id': 'nm0416825'}]",False,,,,
45,1972,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053975,Butterflies Are Free,tt0068326,Charles B. Lang,Charles B. Lang,[{'imdb_id': 'nm0485702'}],False,,,,
45,1972,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053974,Cabaret,tt0068327,Geoffrey Unsworth,Geoffrey Unsworth,[{'imdb_id': 'nm0005910'}],True,,,,
45,1972,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053976,The Poseidon Adventure,tt0069113,Harold E. Stine,Harold E. Stine,[{'imdb_id': 'nm0005885'}],False,,,,
45,1972,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053977,1776,tt0068156,"Harry Stradling, Jr.",Harry Stradling Jr.,[{'imdb_id': 'nm0005888'}],False,,,,
45,1972,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053978,Travels with My Aunt,tt0069404,Douglas Slocombe,Douglas Slocombe,[{'imdb_id': 'nm0005878'}],False,,,,
45,1972,Production,COSTUME DESIGN,COSTUME DESIGN,an0053985,The Godfather,tt0068646,Anna Hill Johnstone,Anna Hill Johnstone,[{'imdb_id': 'nm0426895'}],False,,,,
45,1972,Production,COSTUME DESIGN,COSTUME DESIGN,an0053986,Lady Sings the Blues,tt0068828,"Bob Mackie, Ray Aghayan, Norma Koch","Bob Mackie, Ray Aghayan, Norma Koch","[{'imdb_id': 'nm0533496'}, {'imdb_id': 'nm0013036'}, {'imdb_id': 'nm0462382'}]",False,,,,
45,1972,Production,COSTUME DESIGN,COSTUME DESIGN,an0053987,The Poseidon Adventure,tt0069113,Paul Zastupnevich,Paul Zastupnevich,[{'imdb_id': 'nm0953665'}],False,,,,
45,1972,Production,COSTUME DESIGN,COSTUME DESIGN,an0053984,Travels with My Aunt,tt0069404,Anthony Powell,Anthony Powell,[{'imdb_id': 'nm0694018'}],True,,,,
45,1972,Production,COSTUME DESIGN,COSTUME DESIGN,an0053988,Young Winston,tt0069528,Anthony Mendleson,Anthony Mendleson,[{'imdb_id': 'nm0579162'}],False,,,,
45,1972,Directing,DIRECTING,DIRECTING,an0053959,Cabaret,tt0068327,Bob Fosse,Bob Fosse,[{'imdb_id': 'nm0002080'}],True,,,,
45,1972,Directing,DIRECTING,DIRECTING,an0053960,Deliverance,tt0068473,John Boorman,John Boorman,[{'imdb_id': 'nm0000958'}],False,,,,
45,1972,Directing,DIRECTING,DIRECTING,an0053963,The Emigrants,tt0067919,Jan Troell,Jan Troell,[{'imdb_id': 'nm0873296'}],False,,,,
45,1972,Directing,DIRECTING,DIRECTING,an0053961,The Godfather,tt0068646,Francis Ford Coppola,Francis Ford Coppola,[{'imdb_id': 'nm0000338'}],False,,,,
45,1972,Directing,DIRECTING,DIRECTING,an0053962,Sleuth,tt0069281,Joseph L. Mankiewicz,Joseph L. Mankiewicz,[{'imdb_id': 'nm0000581'}],False,,,,
45,1972,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0054025,Ape and Super-Ape,tt0068275,"Bert Haanstra, Producer",Bert Haanstra,[{'imdb_id': 'nm0351842'}],False,,,,
45,1972,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0054026,Malcolm X,tt0068903,"Marvin Worth and Arnold Perl, Producers","Marvin Worth, Arnold Perl","[{'imdb_id': 'nm0941703'}, {'imdb_id': 'nm0674135'}]",False,,,,
45,1972,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0054027,Manson,tt0068918,"Robert Hendrickson and Laurence Merrick, Producers","Robert Hendrickson, Laurence Merrick","[{'imdb_id': 'nm0376801'}, {'imdb_id': 'nm0581216'}]",False,,,,
45,1972,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0054024,Marjoe,tt0068924,"Howard Smith and Sarah Kernochan, Producers","Howard Smith, Sarah Kernochan","[{'imdb_id': 'nm0808474'}, {'imdb_id': 'nm0449576'}]",True,,,,
45,1972,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0054028,The Silent Revolution,tt0069271,"Eckehard Munck, Producer",Eckehard Munck,[{'imdb_id': 'nm0612677'}],False,,,,
45,1972,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0054020,Hundertwasser's Rainy Day,tt0067222,"Peter Schamoni, Producer",Peter Schamoni,[{'imdb_id': 'nm0769996'}],False,,,,
45,1972,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0054021,K-Z,tt0068790,"Giorgio Treves, Producer",Giorgio Treves,[{'imdb_id': 'nm0872372'}],False,,,,
45,1972,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0054022,Selling Out,tt0069245,"Tadeusz Jaworski, Producer",Tadeusz Jaworski,[{'imdb_id': 'nm0419552'}],False,,,,
45,1972,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0054019,This Tiny World,tt0069373,"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers","Charles Huguenot van der Linden, Martina Huguenot van der Linden","[{'imdb_id': 'nm0401101'}, {'imdb_id': 'nm0886319'}]",True,,,,
45,1972,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0054023,The Tide of Traffic,tt0069379,"Humphrey Swingler, Producer",Humphrey Swingler,[{'imdb_id': 'nm0842718'}],False,,,,
45,1972,Production,FILM EDITING,FILM EDITING,an0053994,Cabaret,tt0068327,David Bretherton,David Bretherton,[{'imdb_id': 'nm0107852'}],True,,,,
45,1972,Production,FILM EDITING,FILM EDITING,an0053995,Deliverance,tt0068473,Tom Priestley,Tom Priestley,[{'imdb_id': 'nm0697371'}],False,,,,
45,1972,Production,FILM EDITING,FILM EDITING,an0053996,The Godfather,tt0068646,"William Reynolds, Peter Zinner","William Reynolds, Peter Zinner","[{'imdb_id': 'nm0722000'}, {'imdb_id': 'nm0957038'}]",False,,,,
45,1972,Production,FILM EDITING,FILM EDITING,an0053997,The Hot Rock,tt0068718,"Frank P. Keller, Fred W. Berger","Frank P. Keller, Fred W. Berger","[{'imdb_id': 'nm0445628'}, {'imdb_id': 'nm0074179'}]",False,,,,
45,1972,Production,FILM EDITING,FILM EDITING,an0053998,The Poseidon Adventure,tt0069113,Harold F. Kress,Harold F. Kress,[{'imdb_id': 'nm0470932'}],False,,,,
45,1972,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,an0054030,The Dawns Here Are Quiet,tt0068161,Union of Soviet Socialist Republics,,[],False,,,,
45,1972,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,an0054029,The Discreet Charm of the Bourgeoisie,tt0068361,France,,[],True,,,,
45,1972,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,an0054031,I Love You Rosa,tt0068213,Israel,,[],False,,,,
45,1972,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,an0054032,My Dearest Señorita,tt0067425,Spain,,[],False,,,,
45,1972,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,an0054033,The New Land,tt0069035,Sweden,,[],False,,,,
45,1972,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),an0054009,The Godfather,tt0068646,Nino Rota,Nino Rota,[{'imdb_id': 'nm0000065'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. The Godfather score, composed by Nino Rota, was originally announced as one of the five official nominees. It was later pointed out that portions of the score and the main theme were composed by Rota for his score to the 1958 Italian film, Fortunella. The Music Branch was given this information and re-balloted to determine the fifth nomination. The list of six films they were to choose from were the remaining five of the top ten preliminary listings, plus The Godfather score. The results of the re-balloting was that the fifth nomination became Sleuth, composed by John Addison.",,
45,1972,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),an0054005,images,tt0068732,John Williams,John Williams,[{'imdb_id': 'nm0002354'}],False,,,,
45,1972,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),an0054004,Limelight,tt0044837,"Charles Chaplin, Raymond Rasch, Larry Russell","Charles Chaplin, Raymond Rasch, Larry Russell","[{'imdb_id': 'nm0000122'}, {'imdb_id': 'nm0711050'}, {'imdb_id': 'nm0751282'}]",True,,,,
45,1972,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),an0054006,Napoleon and Samantha,tt0068990,Buddy Baker,Buddy Baker,[{'imdb_id': 'nm0048301'}],False,,,,
45,1972,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),an0054007,The Poseidon Adventure,tt0069113,John Williams,John Williams,[{'imdb_id': 'nm0002354'}],False,,,,
45,1972,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),an0054008,Sleuth,tt0069281,John Addison,John Addison,[{'imdb_id': 'nm0011709'}],False,,"NOTE: The Godfather score, composed by Nino Rota, was originally announced as one of the five official nominees. It was later pointed out that portions of the score and the main theme were composed by Rota for his score to the 1958 Italian film, Fortunella. The Music Branch was given this information and re-balloted to determine the fifth nomination. The list of six films they were to choose from were the remaining five of the top ten preliminary listings, plus The Godfather score. The results of the re-balloting was that the fifth nomination became Sleuth, composed by John Addison.",,
45,1972,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring: Adaptation and Original Song Score),an0054010,Cabaret,tt0068327,Adaptation Score by Ralph Burns,Ralph Burns,[{'imdb_id': 'nm0005985'}],True,,,,
45,1972,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring: Adaptation and Original Song Score),an0054011,Lady Sings the Blues,tt0068828,Adaptation Score by Gil Askey,Gil Askey,[{'imdb_id': 'nm0039454'}],False,,,,
45,1972,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring: Adaptation and Original Song Score),an0054012,Man of La Mancha,tt0068909,Adaptation Score by Laurence Rosenthal,Laurence Rosenthal,[{'imdb_id': 'nm0002304'}],False,,,,
45,1972,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0054000,Ben,tt0068264,Music by Walter Scharf; Lyrics by Don Black,"Walter Scharf, Don Black","[{'imdb_id': 'nm0770127'}, {'imdb_id': 'nm0085246'}]",False,Ben,,,
45,1972,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0411974,The Little Ark,tt0068864,Music by Fred Karlin; Lyrics by Marsha Karlin,"Fred Karlin, Marsha Karlin","[{'imdb_id': 'nm0006150'}, {'imdb_id': 'nm0439506'}]",False,"Come Follow, Follow Me",,,
45,1972,Music,MUSIC (Original Song),MUSIC (Song--Original for the Picture),an0054002,The Life and Times of Judge Roy Bean,tt0068853,Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,"Maurice Jarre, Marilyn Bergman, Alan Bergman","[{'imdb_id': 'nm0003574'}, {'imdb_id': 'nm0004750'}, {'imdb_id': 'nm0074732'}]",False,"Marmalade, Molasses & Honey",,,
